,passenger_count,distances,trip_duration
146984,1,1111,323
146985,2,0,529
146986,1,1181,364
146987,1,3089,731
146988,1,2432,737
146989,1,1268,1530
146990,1,3296,1440
146991,1,1333,463
146992,1,2404,1637
146993,1,869,341
146994,1,3195,1278
146995,1,1271,1145
146996,1,1927,487
146997,1,2905,1161
146998,1,2128,677
146999,3,817,286
147000,3,5922,1757
147001,1,2599,481
147002,2,2458,972
147003,1,2952,573
147004,1,4604,1551
147005,1,236,107
147006,2,817,441
147007,1,956,451
147008,5,1422,414
147009,1,1910,722
147010,2,12,490
147011,1,813,155
147012,1,2106,748
147013,2,1975,835
147014,1,1263,777
147015,1,2348,520
147016,2,1017,1311
147017,1,10858,1715
147018,5,1597,551
147019,1,1667,545
147020,2,5278,946
147021,2,1938,553
147022,1,942,179
147023,2,5555,1307
147024,5,1204,504
147025,1,1988,533
147026,1,6509,712
147027,2,2198,274
147028,1,3955,868
147029,3,3566,886
147030,1,2074,660
147031,1,3363,1618
147032,1,4728,1174
147033,1,6219,1144
147034,5,2784,997
147035,2,4334,854
147036,6,1466,339
147037,1,445,155
147038,2,948,660
147039,1,1453,411
147040,1,6285,798
147041,1,535,236
147042,1,6175,966
147043,1,2876,1048
147044,1,1022,170
147045,2,1846,684
147046,1,7549,2165
147047,1,2116,699
147048,1,598,360
147049,5,3831,662
147050,1,328,90
147051,1,6402,1259
147052,1,16495,2482
147053,1,3812,597
147054,1,2880,618
147055,2,902,113
147056,1,2848,1721
147057,1,2171,1453
147058,1,4439,1237
147059,1,2212,368
147060,1,2015,504
147061,5,2947,583
147062,1,7383,1094
147063,2,449,513
147064,1,965,323
147065,1,9249,1552
147066,1,1518,752
147067,1,6653,1095
147068,1,1268,535
147069,1,937,674
147070,2,6007,1085
147071,1,2863,982
147072,1,7381,910
147073,2,1486,317
147074,1,3219,942
147075,1,2720,1433
147076,1,8736,2443
147077,3,1733,578
147078,1,522,186
147079,1,2425,593
147080,3,1652,637
147081,1,2910,935
147082,1,3192,862
147083,5,1676,438
147084,4,1198,210
147085,1,3175,807
147086,5,3574,896
147087,1,1614,671
147088,1,2674,714
147089,1,803,383
147090,5,1484,366
147091,1,7868,1419
147092,2,844,187
147093,1,2434,852
147094,1,499,312
147095,2,1424,527
147096,2,3829,918
147097,1,568,643
147098,1,1793,757
147099,2,7828,731
147100,1,2237,1046
147101,1,1343,345
147102,1,1242,434
147103,1,2216,634
147104,1,708,447
147105,6,492,101
147106,1,2360,830
147107,1,9300,1480
147108,1,394,388
147109,1,942,341
147110,1,2092,782
147111,1,1515,316
147112,2,507,472
147113,1,2973,1689
147114,1,499,279
147115,1,821,183
147116,1,1870,1284
147117,1,2916,1052
147118,1,151,21
147119,2,3773,859
147120,1,2693,793
147121,1,554,122
147122,1,1805,604
147123,5,1995,295
147124,1,1347,476
147125,1,2612,873
147126,2,5587,907
147127,1,7302,1550
147128,1,2911,668
147129,1,1850,345
147130,1,2103,625
147131,1,3124,858
147132,1,5006,635
147133,1,3193,491
147134,6,3879,1366
147135,1,1183,489
147136,1,1319,226
147137,1,1514,233
147138,5,1907,300
147139,1,6183,1222
147140,1,6098,1245
147141,1,4997,1053
147142,1,348,161
147143,4,1827,292
147144,1,1597,293
147145,2,781,179
147146,1,1869,1038
147147,2,6381,1513
147148,1,1551,414
147149,1,2826,825
147150,2,1507,681
147151,1,1863,667
147152,1,1559,725
147153,2,2066,441
147154,1,1323,432
147155,1,2900,687
147156,2,1547,748
147157,1,2609,1059
147158,1,2597,675
147159,1,8550,1157
147160,1,1661,467
147161,1,1210,570
147162,4,1330,556
147163,1,2168,549
147164,1,1468,650
147165,2,1194,753
147166,1,2644,680
147167,3,756,254
147168,1,2699,886
147169,1,1106,783
147170,5,3708,654
147171,1,0,848
147172,2,2023,927
147173,1,8381,2922
147174,1,0,251
147175,1,5495,1959
147176,3,1365,528
147177,1,1040,834
147178,1,4153,976
147179,1,3320,1099
147180,2,519,112
147181,1,2189,421
147182,1,2342,1268
147183,1,3268,1032
147184,5,391,148
147185,1,943,633
147186,1,3662,899
147187,3,2326,432
147188,4,1372,993
147189,1,1429,308
147190,1,2337,1759
147191,1,5472,865
147192,2,2762,664
147193,1,1493,534
147194,1,888,284
147195,2,3960,1343
147196,1,2176,349
147197,1,2530,714
147198,2,2092,1099
147199,1,2392,611
147200,4,1209,636
147201,2,8494,1652
147202,1,5196,729
147203,1,1082,381
147204,3,11569,1903
147205,1,10337,961
147206,1,3465,562
147207,1,8103,2435
147208,2,1982,565
147209,1,1979,570
147210,1,2100,925
147211,1,1515,683
147212,4,4610,1420
147213,1,13878,1689
147214,1,1407,507
147215,3,434,224
147216,1,940,190
147217,1,2546,699
147218,1,7087,978
147219,1,3672,1251
147220,1,21359,2161
147221,1,5555,1666
147222,1,2004,319
147223,1,830,593
147224,6,1013,640
147225,1,985,327
147226,2,2284,498
147227,1,24071,2125
147228,5,8922,1909
147229,2,1046,427
147230,1,788,185
147231,1,3311,1986
147232,1,1358,219
147233,1,839,269
147234,2,7061,1227
147235,2,1733,532
147236,1,2816,987
147237,2,2613,720
147238,1,933,422
147239,5,3152,1035
147240,1,1278,1187
147241,2,1128,158
147242,1,21052,3106
147243,2,972,239
147244,1,1228,588
147245,1,6812,2589
147246,1,3645,1139
147247,6,1356,297
147248,1,4025,758
147249,1,963,447
147250,1,1632,413
147251,1,2122,443
147252,6,2510,469
147253,1,2020,790
147254,1,5348,1305
147255,1,759,148
147256,1,0,207
147257,1,1751,456
147258,3,2081,385
147259,1,2397,653
147260,2,4934,1357
147261,1,894,316
147262,1,6023,1181
147263,1,1283,457
147264,1,1547,666
147265,1,1453,439
147266,1,18679,1933
147267,2,1089,431
147268,1,1760,778
147269,4,1402,427
147270,1,1531,944
147271,4,1788,605
147272,1,1403,931
147273,2,8874,2716
147274,5,620,370
147275,5,5153,604
147276,1,2085,496
147277,1,2818,970
147278,1,2531,1098
147279,1,1520,845
147280,2,3635,1471
147281,1,1377,425
147282,1,751,135
147283,1,879,473
147284,2,4068,1143
147285,1,2993,566
147286,1,2578,1423
147287,1,861,216
147288,1,2309,752
147289,1,3132,1247
147290,6,2275,791
147291,1,2613,728
147292,1,912,369
147293,1,5085,1456
147294,1,677,217
147295,1,3485,1344
147296,1,19434,1603
147297,1,1116,334
147298,2,6451,1451
147299,1,15135,1770
147300,1,13564,960
147301,5,7902,1059
147302,2,9074,1312
147303,1,7043,1519
147304,1,3276,1422
147305,3,1851,560
147306,1,2404,258
147307,2,1566,638
147308,2,732,420
147309,1,2555,866
147310,1,1224,616
147311,3,3865,1253
147312,1,1708,331
147313,1,2599,497
147314,1,7043,1435
147315,2,2106,435
147316,5,4895,1297
147317,5,2420,711
147318,1,855,254
147319,1,20751,2378
147320,1,1499,241
147321,1,615,350
147322,1,3232,866
147323,2,2886,484
147324,2,10178,2256
147325,1,1755,172
147326,1,1146,428
147327,2,4788,1222
147328,1,2008,357
147329,1,1664,559
147330,1,2516,770
147331,1,4883,1708
147332,1,1302,966
147333,2,1494,465
147334,1,1969,909
147335,5,359,387
147336,1,4633,636
147337,5,496,265
147338,1,1819,752
147339,1,1797,795
147340,2,7597,1720
147341,2,6050,1438
147342,3,3845,2071
147343,1,1185,402
147344,1,1272,421
147345,2,3672,520
147346,4,15047,3311
147347,2,574,315
147348,1,1949,333
147349,4,1958,707
147350,1,4344,1702
147351,1,6281,1503
147352,1,1728,486
147353,5,625,213
147354,2,968,443
147355,1,3219,1866
147356,5,1009,750
147357,1,9083,1556
147358,6,1853,369
147359,1,1255,184
147360,2,3130,524
147361,1,10779,2093
147362,1,1898,967
147363,5,2457,527
147364,1,1999,353
147365,1,2007,488
147366,1,2752,274
147367,1,1484,724
147368,5,4067,954
147369,1,4555,1800
147370,1,1255,433
147371,4,1379,870
147372,2,854,267
147373,1,2470,814
147374,1,1240,666
147375,1,21748,2565
147376,1,1647,444
147377,1,4043,883
147378,1,3903,1056
147379,2,3177,907
147380,5,1561,496
147381,1,1011,268
147382,2,1733,530
147383,5,9346,2431
147384,1,1219,264
147385,3,3532,1030
147386,1,2387,968
147387,2,1612,560
147388,5,4455,1083
147389,5,21151,1697
147390,3,10809,1575
147391,1,2478,572
147392,3,1625,418
147393,1,21409,1985
147394,6,519,143
147395,5,2515,538
147396,1,4289,652
147397,1,3782,788
147398,1,1213,363
147399,4,1339,496
147400,1,4355,1522
147401,1,5583,1054
147402,1,1003,299
147403,1,2547,1406
147404,1,5050,1565
147405,1,1018,903
147406,1,645,164
147407,1,2468,858
147408,6,20942,3741
147409,1,1769,142
147410,1,1519,647
147411,5,1846,1514
147412,1,3093,412
147413,1,2683,1184
147414,2,1469,439
147415,1,20072,2864
147416,1,5391,1461
147417,2,8628,1187
147418,1,1376,453
147419,1,1182,340
147420,1,1888,521
147421,1,628,109
147422,6,1705,597
147423,1,1321,261
147424,1,5414,1095
147425,1,5220,1583
147426,1,971,275
147427,5,9495,1384
147428,1,2603,975
147429,1,2631,646
147430,1,2986,513
147431,1,2366,1218
147432,1,2366,1226
147433,1,10169,874
147434,1,2460,540
147435,6,737,201
147436,1,972,235
147437,6,2933,1075
147438,2,11453,2095
147439,1,1474,366
147440,1,1872,954
147441,1,2878,1424
147442,1,1231,513
147443,1,4110,1259
147444,1,3841,814
147445,2,10599,1136
147446,1,3008,501
147447,1,1039,280
147448,5,1779,662
147449,1,1561,372
147450,1,1182,927
147451,2,1309,316
147452,1,4791,1701
147453,1,1677,534
147454,3,13901,2494
147455,1,1481,933
147456,1,7026,1330
147457,1,8904,1124
147458,1,3106,538
147459,5,1955,1275
147460,4,2773,736
147461,1,1413,290
147462,1,2300,716
147463,1,0,37
147464,1,921,329
147465,4,910,576
147466,2,2465,349
147467,1,809,251
147468,1,3825,900
147469,3,1778,662
147470,6,2462,341
147471,3,10473,2418
147472,1,1702,417
147473,1,1777,672
147474,2,1489,1059
147475,1,932,248
147476,1,1684,575
147477,4,4591,1028
147478,1,1984,408
147479,1,1109,529
147480,1,1,22
147481,1,4940,1331
147482,5,1523,785
147483,1,1284,1150
147484,1,1492,1337
147485,2,9973,1669
147486,1,1118,258
147487,1,2879,369
147488,1,1522,604
147489,1,3118,579
147490,1,1491,1548
147491,1,1431,596
147492,1,1226,708
147493,1,2300,535
147494,2,4339,934
147495,2,1689,752
147496,1,1558,922
147497,4,836,225
147498,4,22707,3178
147499,1,1461,535
147500,1,16146,2272
147501,1,3145,471
147502,1,2073,548
147503,1,233,184
147504,1,1814,1269
147505,1,2435,1033
147506,1,6727,759
147507,2,6811,1459
147508,1,21349,4806
147509,1,3421,706
147510,1,14344,1653
147511,1,9932,1757
147512,1,10666,1441
147513,1,2259,734
147514,1,1946,398
147515,1,1255,1091
147516,1,754,267
147517,1,1405,588
147518,1,1026,819
147519,1,19874,1553
147520,1,8324,1070
147521,1,11734,1852
147522,1,1021,252
147523,1,672,231
147524,2,2435,908
147525,1,1805,856
147526,1,4631,3376
147527,1,1260,343
147528,1,743,247
147529,2,871,374
147530,1,14984,1454
147531,1,1075,368
147532,1,1738,390
147533,3,870,422
147534,2,9659,1985
147535,1,4757,621
147536,1,568,409
147537,1,1228,504
147538,2,1159,311
147539,1,1209,225
147540,1,3576,713
147541,1,21024,2615
147542,1,792,402
147543,1,1621,625
147544,1,1863,869
147545,1,8943,1398
147546,1,1071,193
147547,2,903,277
147548,1,1043,161
147549,1,2047,534
147550,1,2691,755
147551,1,2554,1126
147552,1,1193,298
147553,5,18201,3160
147554,1,2136,970
147555,2,1295,418
147556,1,1386,823
147557,1,2021,594
147558,1,1175,136
147559,1,1880,583
147560,1,6400,977
147561,5,3651,1413
147562,1,676,165
147563,1,2866,617
147564,1,4799,736
147565,1,340,120
147566,5,2372,543
147567,1,2718,536
147568,6,1792,499
147569,2,1528,1094
147570,1,3780,1102
147571,1,738,139
147572,2,1543,404
147573,5,2576,561
147574,1,7464,1258
147575,1,3572,1490
147576,1,730,286
147577,1,4175,861
147578,1,2955,781
147579,1,2075,555
147580,3,3161,645
147581,1,1731,435
147582,2,1731,621
147583,1,7990,1500
147584,1,6,694
147585,1,1278,299
147586,2,1928,653
147587,1,10296,1779
147588,2,10042,2517
147589,1,1066,493
147590,1,1117,471
147591,1,674,273
147592,1,2084,752
147593,4,2221,192
147594,4,4407,2260
147595,1,846,294
147596,1,719,211
147597,1,1297,341
147598,3,2969,978
147599,1,6897,1020
147600,4,3674,946
147601,1,21096,3966
147602,1,3468,494
147603,1,4143,1154
147604,1,1922,275
147605,1,1561,943
147606,1,1642,709
147607,1,1997,651
147608,1,3062,663
147609,1,1984,1075
147610,6,2865,813
147611,1,1330,547
147612,5,1865,507
147613,1,1773,923
147614,1,2149,627
147615,1,4667,776
147616,1,3959,683
147617,2,1632,270
147618,2,3608,1182
147619,1,15399,1867
147620,2,1455,340
147621,1,1455,321
147622,1,1829,503
147623,2,1027,426
147624,2,1365,572
147625,2,895,310
147626,1,1199,432
147627,1,2395,1074
147628,1,571,118
147629,1,5228,2192
147630,5,5747,1003
147631,6,3038,780
147632,1,1951,821
147633,1,457,169
147634,5,2695,548
147635,1,776,245
147636,1,1417,510
147637,1,1157,423
147638,1,2,6
147639,1,1515,650
147640,1,1401,319
147641,2,4714,820
147642,1,9682,2127
147643,2,2845,1330
147644,1,1054,940
147645,1,2940,404
147646,1,21429,4017
147647,2,1327,226
147648,5,1330,445
147649,1,9785,1968
147650,1,878,295
147651,1,1890,562
147652,2,1636,638
147653,1,4403,2166
147654,2,1171,808
147655,2,15254,1777
147656,1,4806,1065
147657,1,1094,296
147658,1,1748,626
147659,1,892,252
147660,1,8213,826
147661,5,972,282
147662,1,706,164
147663,1,1649,806
147664,1,1092,215
147665,1,3033,787
147666,1,9316,2855
147667,1,1962,790
147668,1,5859,1163
147669,1,8347,1365
147670,1,585,192
147671,6,2466,733
147672,1,1746,919
147673,1,932,508
147674,1,2066,760
147675,1,5104,1169
147676,4,466,216
147677,1,21096,1763
147678,1,1036,483
147679,1,20955,1487
147680,2,3779,950
147681,1,11574,1802
147682,1,1353,367
147683,2,1402,497
147684,2,935,115
147685,2,6380,766
147686,1,779,783
147687,1,1184,743
147688,1,2552,608
147689,1,6556,2272
147690,1,3642,1158
147691,2,10590,1326
147692,2,5121,1083
147693,2,2635,1439
147694,6,1628,1194
147695,2,965,292
147696,1,1831,532
147697,1,3665,1326
147698,1,13326,1335
147699,1,5502,1212
147700,1,2607,287
147701,6,4511,1970
147702,6,5135,1107
147703,1,2281,306
147704,1,2199,764
147705,5,2727,820
147706,1,3028,1483
147707,1,3641,825
147708,1,3350,619
147709,2,10706,1195
147710,2,1871,676
147711,1,5745,890
147712,5,7307,1668
147713,1,1146,493
147714,1,1837,595
147715,2,381,68
147716,2,872,153
147717,1,1350,186
147718,5,2621,505
147719,2,11276,2346
147720,1,1918,419
147721,1,5489,1095
147722,1,6468,859
147723,1,5799,1222
147724,3,2415,440
147725,1,6733,1439
147726,1,2412,630
147727,5,2042,246
147728,2,1145,204
147729,1,1451,398
147730,1,3172,832
147731,1,3445,411
147732,1,13466,1186
147733,1,2805,635
147734,1,96,1663
147735,1,1388,896
147736,1,9810,1560
147737,5,923,289
147738,1,952,264
147739,1,1466,292
147740,1,713,451
147741,1,2612,995
147742,1,2164,518
147743,1,2754,329
147744,1,828,274
147745,5,3942,1295
147746,2,1711,562
147747,1,1860,866
147748,1,19469,4572
147749,1,1388,636
147750,1,1537,797
147751,5,991,459
147752,1,2825,1592
147753,3,514,224
147754,1,532,147
147755,1,1041,415
147756,1,1782,954
147757,1,1122,262
147758,2,1584,575
147759,1,1407,518
147760,1,2050,519
147761,1,689,238
147762,1,5744,1473
147763,1,1007,623
147764,1,947,328
147765,2,7773,1262
147766,1,405,254
147767,1,8676,2419
147768,1,9638,912
147769,1,1267,328
147770,1,1587,470
147771,1,966,381
147772,1,3997,1358
147773,2,7372,1307
147774,2,2205,1439
147775,1,6912,723
147776,3,1120,304
147777,1,2209,539
147778,1,734,257
147779,1,716,518
147780,2,6982,2699
147781,1,878,304
147782,1,1581,313
147783,2,4526,1385
147784,1,3440,1004
147785,1,1582,408
147786,1,8502,1204
147787,1,977,270
147788,1,10,10
147789,2,5460,975
147790,6,3404,1299
147791,1,1111,513
147792,1,2137,833
147793,1,3621,473
147794,1,6215,1044
147795,1,3855,755
147796,1,1741,885
147797,1,22017,2634
147798,2,936,294
147799,1,2492,601
147800,3,1235,294
147801,2,1450,745
147802,3,1211,436
147803,1,289,148
147804,1,9921,1436
147805,1,19732,2270
147806,3,1437,284
147807,1,806,162
147808,1,1499,254
147809,1,1199,518
147810,5,9455,1387
147811,1,1914,492
147812,1,613,208
147813,2,5444,1603
147814,1,1621,337
147815,1,2037,956
147816,1,1650,583
147817,1,22,183
147818,2,593,105
147819,1,5042,1082
147820,1,2714,535
147821,1,2094,526
147822,1,2790,937
147823,1,1289,270
147824,1,831,154
147825,1,1215,970
147826,2,1585,491
147827,1,1589,511
147828,1,2745,749
147829,6,2217,523
147830,1,1919,696
147831,1,1495,295
147832,2,4322,1636
147833,1,1805,441
147834,3,1132,199
147835,1,4730,948
147836,2,1201,476
147837,1,53515,3281
147838,1,847,196
147839,1,2803,651
147840,1,4210,1706
147841,1,725,180
147842,2,4077,704
147843,6,2735,690
147844,2,3042,1140
147845,1,927,809
147846,1,891,294
147847,1,9718,2516
147848,2,387,37
147849,1,9007,1958
147850,1,1963,407
147851,2,1239,951
147852,1,3595,980
147853,1,1812,359
147854,1,944,236
147855,1,2704,934
147856,1,449,102
147857,1,826,357
147858,1,5082,1322
147859,1,809,142
147860,2,918,157
147861,2,1644,380
147862,2,646,233
147863,4,1433,138
147864,2,3856,385
147865,2,626,242
147866,1,5470,1161
147867,1,3405,1346
147868,1,3985,502
147869,2,1092,427
147870,2,933,324
147871,1,1331,333
147872,5,5277,915
147873,1,9577,1487
147874,1,1583,331
147875,5,5224,1020
147876,1,3505,748
147877,1,1754,466
147878,1,1405,439
147879,3,2327,586
147880,2,6881,632
147881,1,1166,394
147882,1,1156,490
147883,1,2708,862
147884,1,3169,666
147885,1,1913,721
147886,1,1530,584
147887,3,804,330
147888,1,1178,649
147889,1,4310,630
147890,2,3944,755
147891,1,1093,375
147892,1,1798,547
147893,3,3354,603
147894,1,14712,3587
147895,1,5685,1149
147896,1,2596,2217
147897,1,1039,298
147898,1,4715,971
147899,1,5901,895
147900,1,2650,852
147901,2,2190,336
147902,1,2311,969
147903,1,2029,259
147904,2,4339,726
147905,1,2812,721
147906,1,1593,540
147907,1,1905,502
147908,1,4571,1052
147909,1,20832,4999
147910,1,4881,1536
147911,1,4258,822
147912,1,8382,1248
147913,1,1705,341
147914,1,8872,1433
147915,1,8477,909
147916,5,1125,288
147917,2,3004,765
147918,1,720,170
147919,1,1772,700
147920,1,2848,1386
147921,1,1389,283
147922,1,4361,700
147923,1,527,561
147924,1,923,414
147925,1,4534,2069
147926,1,2923,932
147927,1,660,125
147928,2,1954,402
147929,1,12115,1183
147930,3,9248,1534
147931,1,20566,2523
147932,1,318,89
147933,3,1819,504
147934,1,3856,691
147935,1,1740,297
147936,1,1608,378
147937,1,1354,213
147938,1,1236,454
147939,1,488,568
147940,6,2585,1442
147941,1,3128,876
147942,1,1604,636
147943,1,10323,1254
147944,1,734,320
147945,1,1715,542
147946,3,1661,462
147947,1,1627,381
147948,1,1470,561
147949,1,1304,498
147950,2,2723,851
147951,1,2311,560
147952,1,2275,1372
147953,1,1440,728
147954,3,1909,630
147955,1,2058,826
147956,1,3865,847
147957,2,1782,294
147958,2,1549,230
147959,1,1696,433
147960,1,1146,349
147961,1,2679,438
147962,5,4915,1251
147963,1,2075,1489
147964,3,4538,884
147965,1,2418,443
147966,1,4406,980
147967,1,1062,687
147968,1,668,302
147969,1,2071,596
147970,1,3923,862
147971,2,801,465
147972,5,2854,422
147973,1,1425,215
147974,2,1633,551
147975,1,2744,736
147976,1,1305,348
147977,4,4254,474
147978,2,3813,1041
147979,1,1663,457
147980,1,1252,640
147981,1,805,535
147982,2,1805,880
147983,1,10128,992
147984,1,2659,409
147985,1,2154,488
147986,5,1674,2808
147987,1,304,421
147988,1,1451,1336
147989,1,25169,2640
147990,6,3903,1727
147991,1,1512,397
147992,1,987,331
147993,1,1257,429
147994,1,12100,1137
147995,1,2807,633
147996,1,2634,86318
147997,2,721,192
147998,1,751,281
147999,1,1626,601
148000,1,669,278
148001,1,2719,1019
148002,1,1960,837
148003,2,2457,1223
148004,2,285,283
148005,1,3601,1119
148006,1,2184,482
148007,1,1525,498
148008,1,1944,382
148009,1,1104,487
148010,1,1187,328
148011,1,2096,560
148012,1,3005,911
148013,1,6250,1197
148014,1,3058,752
148015,2,1038,429
148016,1,19187,2479
148017,1,2320,442
148018,2,2345,503
148019,1,1199,807
148020,6,1875,347
148021,1,682,259
148022,2,3905,790
148023,1,3284,963
148024,1,2578,381
148025,5,2128,672
148026,1,6129,1340
148027,3,4032,1112
148028,1,2468,937
148029,3,998,278
148030,1,2421,385
148031,1,4843,739
148032,5,4238,1429
148033,3,5220,826
148034,1,9579,878
148035,1,3296,468
148036,1,2701,979
148037,2,856,170
148038,6,2390,634
148039,1,2218,616
148040,1,1070,264
148041,2,4511,711
148042,1,1200,807
148043,1,10161,1292
148044,1,1810,740
148045,2,1069,618
148046,1,3809,626
148047,6,915,478
148048,1,1647,1017
148049,1,5750,861
148050,2,4016,582
148051,1,5793,1157
148052,1,1149,344
148053,1,3728,1620
148054,1,19831,2221
148055,1,2493,693
148056,6,672,163
148057,1,9618,1342
148058,2,3267,958
148059,5,1542,480
148060,1,1061,367
148061,1,880,363
148062,3,1287,262
148063,6,7365,1745
148064,1,1593,401
148065,1,1433,589
148066,1,2186,515
148067,1,2195,466
148068,1,2182,424
148069,2,774,665
148070,1,1011,879
148071,1,3929,1068
148072,1,3831,1258
148073,1,2539,446
148074,1,1488,620
148075,1,1529,721
148076,1,1904,195
148077,1,1992,733
148078,1,2084,900
148079,3,1856,682
148080,1,1185,516
148081,2,954,228
148082,1,2306,601
148083,1,1035,788
148084,1,1784,864
148085,1,2636,953
148086,1,3707,1420
148087,1,3244,535
148088,1,1843,439
148089,1,21237,2161
148090,1,913,427
148091,2,2504,503
148092,5,3845,987
148093,1,1288,1051
148094,4,7318,1550
148095,1,1050,1255
148096,1,541,96
148097,1,2218,694
148098,1,2004,343
148099,1,4077,666
148100,1,9089,1162
148101,1,2500,1138
148102,2,999,595
148103,1,3435,1431
148104,1,1561,797
148105,1,1327,350
148106,1,1216,494
148107,1,5128,666
148108,1,1891,696
148109,1,1888,1002
148110,1,1711,630
148111,1,2727,406
148112,1,3474,584
148113,1,2781,676
148114,1,1540,287
148115,1,693,276
148116,1,7193,986
148117,1,3606,891
148118,1,734,286
148119,2,3134,1428
148120,3,8499,1572
148121,1,3763,848
148122,1,4876,1233
148123,1,852,909
148124,1,1598,515
148125,1,4438,1141
148126,1,2407,988
148127,1,2163,484
148128,1,1710,478
148129,1,2779,635
148130,2,2429,977
148131,6,6911,1204
148132,1,621,216
148133,1,1115,331
148134,1,916,227
148135,1,910,191
148136,2,4245,1255
148137,2,3745,714
148138,1,10524,1357
148139,1,17722,1907
148140,5,2794,565
148141,5,4227,1659
148142,1,1340,438
148143,2,2041,647
148144,1,4509,1594
148145,1,931,429
148146,1,1522,574
148147,1,1098,453
148148,1,3156,858
148149,1,8663,1526
148150,1,1134,1376
148151,2,4125,885
148152,1,1418,198
148153,2,2065,1292
148154,1,4446,2111
148155,1,890,505
148156,2,872,688
148157,1,1525,597
148158,5,1052,268
148159,1,1349,604
148160,1,2365,888
148161,1,3114,1426
148162,2,7510,1848
148163,1,2776,586
148164,2,3991,516
148165,1,1089,312
148166,1,1314,356
148167,1,4749,812
148168,6,651,270
148169,1,3876,337
148170,5,1456,919
148171,6,2023,554
148172,2,1364,228
148173,1,5640,1072
148174,1,2616,774
148175,1,929,422
148176,2,2928,450
148177,1,2261,528
148178,1,6,29
148179,1,662,224
148180,2,2734,1148
148181,1,1880,885
148182,3,1903,390
148183,1,2154,1402
148184,1,979,231
148185,1,8745,2827
148186,1,9358,988
148187,1,6724,2069
148188,1,2484,235
148189,1,2550,376
148190,2,2499,602
148191,4,1236,507
148192,6,1568,262
148193,1,2719,662
148194,1,8200,2763
148195,1,5597,1377
148196,1,2221,559
148197,3,2494,573
148198,1,4536,1148
148199,3,5754,1400
148200,2,9790,2237
148201,2,11063,1231
148202,1,1830,545
148203,3,1362,828
148204,1,20130,1481
148205,1,591,361
148206,5,897,139
148207,1,2769,690
148208,1,1313,436
148209,1,4620,1095
148210,5,1068,373
148211,6,1395,522
148212,1,1001,236
148213,1,10312,2089
148214,1,1582,311
148215,1,2504,694
148216,2,1886,1336
148217,1,2098,498
148218,1,936,285
148219,1,770,467
148220,1,971,248
148221,5,9719,1790
148222,1,3744,728
148223,1,2354,957
148224,1,4438,1002
148225,2,481,179
148226,1,1502,236
148227,1,1768,855
148228,2,10029,3132
148229,1,5644,682
148230,1,3511,998
148231,5,27738,1804
148232,2,1558,337
148233,1,3013,709
148234,1,2955,680
148235,3,2670,840
148236,1,9218,984
148237,1,1557,638
148238,1,2168,589
148239,1,18464,1983
148240,1,20933,5919
148241,2,3406,1033
148242,3,1126,380
148243,1,987,619
148244,1,9879,1835
148245,6,2454,520
148246,1,4949,1342
148247,1,2093,540
148248,1,1678,734
148249,1,856,260
148250,1,500,162
148251,2,1860,365
148252,1,2827,718
148253,5,2443,600
148254,3,20421,2743
148255,3,13,1162
148256,2,10205,1565
148257,2,9673,2079
148258,1,2555,982
148259,1,729,236
148260,1,1168,398
148261,1,1192,319
148262,1,1044,467
148263,1,7169,1177
148264,1,2560,467
148265,1,1733,556
148266,1,1702,1056
148267,1,1256,292
148268,1,4751,1710
148269,2,4705,1295
148270,1,3346,966
148271,1,3135,1377
148272,2,3302,876
148273,1,2945,520
148274,2,721,226
148275,1,3648,1350
148276,2,640,160
148277,1,2768,673
148278,1,2264,572
148279,1,1637,225
148280,1,6600,2029
148281,1,1451,435
148282,1,3440,616
148283,5,1827,862
148284,2,2095,187
148285,1,1226,741
148286,1,1823,632
148287,2,3137,1022
148288,1,4709,1002
148289,1,1115,589
148290,1,4822,3128
148291,5,1286,419
148292,4,5641,1548
148293,1,14515,1516
148294,1,2435,738
148295,1,2645,633
148296,1,3711,628
148297,1,994,820
148298,1,2954,716
148299,1,6921,1505
148300,1,1649,1225
148301,1,3689,735
148302,1,4705,792
148303,2,5075,917
148304,1,2761,538
148305,2,0,19
148306,2,776,890
148307,1,1144,508
148308,1,2494,794
148309,1,12932,1187
148310,1,858,301
148311,1,1814,593
148312,1,9789,1146
148313,2,1822,535
148314,1,1004,831
148315,1,988,118
148316,1,621,274
148317,2,25846,2856
148318,1,3,41
148319,1,1048,130
148320,2,1710,565
148321,5,2291,731
148322,1,13367,1059
148323,1,1044,417
148324,1,10732,1103
148325,1,6086,1514
148326,2,1398,404
148327,1,1460,405
148328,1,821,187
148329,1,881,477
148330,6,2082,378
148331,6,2496,918
148332,1,5518,1653
148333,2,1001,394
148334,1,7411,1600
148335,1,4153,1100
148336,1,1355,500
148337,5,1318,940
148338,1,1081,279
148339,1,4561,490
148340,1,3447,1254
148341,5,1346,352
148342,1,9567,2825
148343,1,3507,485
148344,2,1192,787
148345,2,4635,1154
148346,1,2009,1134
148347,1,2359,942
148348,1,6386,1116
148349,1,1872,446
148350,2,4793,733
148351,1,1315,395
148352,1,6290,1198
148353,5,1395,196
148354,1,25571,3089
148355,1,1499,620
148356,1,1831,375
148357,3,2929,1072
148358,5,1616,651
148359,1,1138,344
148360,1,560,273
148361,1,439,124
148362,1,1611,299
148363,1,7987,1675
148364,1,2382,906
148365,5,917,311
